1.907460093498229980e-01,6.632423400878906250e-01,3.334742784500122070e-02,1.228971853852272034e-01,3.569621145725250244e-01,4.127656221389770508e-01,-7.945293933153152466e-02,-7.774561047554016113e-01,1.905638128519058228e-01,-6.200776696205139160e-01,9.197872877120971680e-01,-2.793583571910858154e-01,3.914230465888977051e-01,-9.056010842323303223e-02,2.621933072805404663e-02,-3.446523249149322510e-01
1.753150582313537598e+00,-5.737372636795043945e-01,4.367693662643432617e-01,2.244881987571716309e-01,1.254117637872695923e-01,-2.015918344259262085e-01,3.954140245914459229e-01,3.184041380882263184e-01,-8.346700668334960938e-01,-2.213675528764724731e-01,-9.237044304609298706e-02,3.384597003459930420e-01,1.451699376106262207e+00,-2.814611233770847321e-02,-7.590221762657165527e-01,-6.995877623558044434e-01
3.587939441204071045e-01,1.022105142474174500e-01,-1.264074258506298065e-02,-2.502564340829849243e-02,-3.838176652789115906e-02,-7.158761024475097656e-01,2.605079412460327148e-01,-1.443879008293151855e-01,2.250699847936630249e-01,2.564835846424102783e-01,-1.138360500335693359e-01,-3.192477524280548096e-01,2.297024875879287720e-01,7.477078437805175781e-01,-1.996192485094070435e-01,-2.626491189002990723e-01
1.723995655775070190e-01,9.780255705118179321e-02,5.313803553581237793e-01,-2.001165300607681274e-01,3.577583134174346924e-01,4.784515500068664551e-02,-5.428594350814819336e-01,-3.759794533252716064e-01,-2.141613662242889404e-01,2.077186256647109985e-01,2.765223085880279541e-01,-2.994738519191741943e-01,3.504610955715179443e-01,3.035199046134948730e-01,-1.171969920396804810e-01,4.739475250244140625e-02
-1.297388792037963867e+00,1.008600831031799316e+00,8.203567266464233398e-01,-5.047068595886230469e-01,5.889816284179687500e-01,-1.410156726837158203e+00,3.636182248592376709e-01,2.753407955169677734e+00,2.316482961177825928e-01,5.365335345268249512e-01,-1.058133602142333984e+00,-2.297464609146118164e-01,-6.403160095214843750e-02,-5.132340192794799805e-01,6.176533699035644531e-01,4.251351058483123779e-01
-4.910140335559844971e-01,1.449429988861083984e-01,2.348029017448425293e-01,1.300808042287826538e-01,-7.429943978786468506e-02,3.740160167217254639e-02,1.522809416055679321e-01,-8.446409106254577637e-01,5.780146718025207520e-01,-7.102938890457153320e-01,7.157765626907348633e-01,-5.159873366355895996e-01,-1.349804997444152832e-01,2.610518597066402435e-02,2.787191867828369141e-01,-3.795780241489410400e-01
1.654768139123916626e-01,-3.486815392971038818e-01,1.015636101365089417e-01,-3.996303677558898926e-01,1.700293458998203278e-02,2.344694435596466064e-01,4.443199932575225830e-01,4.527130722999572754e-01,-4.278914034366607666e-01,4.969718754291534424e-01,-6.720289587974548340e-02,-2.037058323621749878e-01,5.728459358215332031e-01,7.084271311759948730e-02,-3.334531784057617188e-01,2.054398879408836365e-02
-4.462438076734542847e-02,-4.292009770870208740e-01,-2.516821026802062988e-01,-1.604091674089431763e-01,1.824773550033569336e-01,-2.107398658990859985e-01,1.131705403327941895e+00,1.900094896554946899e-01,-8.339875377714633942e-03,-4.700509831309318542e-02,-2.672331035137176514e-01,-3.786754310131072998e-01,1.969910860061645508e-01,-1.395518425852060318e-02,-3.993687331676483154e-01,3.850399255752563477e-01
3.635971620678901672e-02,-4.285444021224975586e-01,-2.616171911358833313e-02,-2.479314506053924561e-01,3.399836719036102295e-01,4.195776283740997314e-01,1.346367001533508301e-01,-3.646411001682281494e-01,1.806878894567489624e-01,-3.632254302501678467e-01,2.105882465839385986e-01,-1.730883717536926270e-01,3.461221754550933838e-01,3.356190025806427002e-02,1.607839316129684448e-01,-2.305968999862670898e-01
4.509187117218971252e-02,1.560985743999481201e-01,-5.057867765426635742e-01,-1.263967007398605347e-01,7.301255464553833008e-01,3.341801166534423828e-01,3.329413011670112610e-02,-4.977042973041534424e-01,-1.424667686223983765e-01,2.711270153522491455e-01,1.224721893668174744e-01,2.652934491634368896e-01,3.925819993019104004e-01,2.826518118381500244e-01,6.565628200769424438e-02,-2.245426177978515625e-01
7.431731224060058594e-01,-4.801445603370666504e-01,1.545495241880416870e-01,-6.468553841114044189e-02,-1.199377536773681641e+00,-2.682057619094848633e-01,2.139450013637542725e-01,-2.036175131797790527e-01,-2.764950096607208252e-01,6.119341254234313965e-01,-4.508559405803680420e-02,-3.708917200565338135e-01,7.954570055007934570e-01,7.094060629606246948e-02,-9.944490343332290649e-02,-9.613461494445800781e-01
