-2.017353288829326630e-02,1.084634736180305481e-01,-9.039027988910675049e-02,-5.276554822921752930e-02,-1.354850828647613525e-01,-6.219691634178161621e-01,1.295227706432342529e-01,-2.516258348350675078e-07,4.220135211944580078e-01,2.740431204438209534e-02,-1.655663609504699707e+00,-7.747045755386352539e-01,2.810533046722412109e-01,-1.101224049925804138e-01,1.600865721702575684e-01,7.921352107587154023e-08,-5.027020350098609924e-02
-1.143046747893095016e-02,-1.200171336531639099e-01,-1.972554177045822144e-01,-4.961275681853294373e-02,-5.943926051259040833e-02,-3.349552676081657410e-02,1.030389592051506042e-01,-2.640793565660715103e-03,3.075896203517913818e-01,-2.973871491849422455e-02,1.605376154184341431e-01,3.913363069295883179e-02,4.374545440077781677e-02,3.937197383493185043e-03,1.830743402242660522e-01,-2.290666543558472767e-06,4.042122513055801392e-02
-2.975557930767536163e-02,-2.476709894835948944e-02,-1.825285889208316803e-02,-2.270961366593837738e-02,-2.378376945853233337e-02,-2.050168439745903015e-02,1.018004417419433594e-01,-2.744444600466522388e-07,4.283440858125686646e-02,4.181767627596855164e-02,-3.561302646994590759e-02,-4.947909340262413025e-02,1.618544757366180420e-02,3.195326030254364014e-02,-6.136182229965925217e-03,2.034537374129286036e-06,-2.732581691816449165e-03
-1.130367964506149292e-01,-5.203694850206375122e-02,-1.491832733154296875e-01,1.027423217892646790e-01,4.533870518207550049e-02,1.019190400838851929e-01,-2.674956321716308594e-01,2.507665660232305527e-03,5.121469125151634216e-02,-9.090498834848403931e-02,-3.676393926143646240e-01,-1.269379556179046631e-01,7.923086173832416534e-03,-1.273138448596000671e-02,1.738621443510055542e-01,1.692851867574063363e-07,1.563021913170814514e-02
7.110357284545898438e-03,7.468363642692565918e-02,5.598320066928863525e-02,6.348323822021484375e-02,6.455930322408676147e-02,8.302678912878036499e-02,-4.540928453207015991e-02,-7.789272931404411793e-04,1.483857482671737671e-01,7.843658924102783203e-01,-3.199460208415985107e-01,4.981015343219041824e-03,-7.121808528900146484e-01,6.236350536346435547e-02,-3.451970517635345459e-01,-1.461012743675382808e-06,9.192347526550292969e-01
-7.758772699162364006e-04,-1.807368695735931396e-01,-2.145920991897583008e-01,-6.168488860130310059e-01,-5.547455549240112305e-01,-5.322618484497070312e-01,1.600261628627777100e-01,-2.145051439583767205e-06,3.521612584590911865e-01,-5.261671543121337891e-01,-7.341650724411010742e-01,-4.955121874809265137e-01,1.869583278894424438e-01,1.578399911522865295e-02,3.330767899751663208e-02,7.372532877525372896e-07,2.393199354410171509e-01
2.891280921176075935e-03,4.200916446279734373e-04,-1.673120823397766799e-05,6.749924505129456520e-04,5.154723185114562511e-04,5.574171664193272591e-04,1.942716306075453758e-03,-5.221200808591675013e-06,8.026720606721937656e-04,-1.034423708915710449e-03,-3.578868563636206090e-05,1.153662960859946907e-04,3.326956415548920631e-03,-8.716875890968367457e-05,3.796310862526297569e-03,9.096912663153489120e-07,-2.231648431916255504e-05
-3.613941837102174759e-03,-5.417564418166875839e-03,-5.404072348028421402e-03,-2.297191321849822998e-02,-1.519884448498487473e-02,-1.858231052756309509e-02,2.954044379293918610e-02,-8.781727519817650318e-04,3.115586750209331512e-02,7.973234355449676514e-02,1.898629777133464813e-02,4.655783995985984802e-02,5.673756822943687439e-03,4.684712365269660950e-02,1.801666431128978729e-02,-1.304391048506658990e-06,3.864100202918052673e-02
-3.174937143921852112e-02,2.925994992256164551e-02,-3.076019696891307831e-02,6.405890733003616333e-02,5.630204826593399048e-02,6.621326506137847900e-02,1.505285799503326416e-01,-8.009633980691432953e-03,4.060570001602172852e-01,-7.045182585716247559e-02,2.284003794193267822e-01,-3.215454146265983582e-02,3.213100731372833252e-01,1.884157210588455200e-01,3.313117325305938721e-01,-1.157280621555401012e-06,-5.709205269813537598e-01
-5.640072375535964966e-02,8.006301522254943848e-02,6.531127262860536575e-03,8.363784104585647583e-02,6.474969536066055298e-02,7.986290752887725830e-02,1.060138344764709473e-01,-8.210371248424053192e-03,2.107931375503540039e-01,9.254781156778335571e-02,-2.606820166110992432e-01,-7.818696089088916779e-03,-1.037669777870178223e-01,-2.601255662739276886e-02,-2.340945228934288025e-02,-4.116327261272090254e-07,1.551799625158309937e-01
