6.872431933879852295e-02,8.944910764694213867e-01,-1.537245959043502808e-01,-1.081962734460830688e-01,-7.599557191133499146e-02,-5.055504292249679565e-02,-3.178784251213073730e-02,-1.687845215201377869e-02,-5.395646207034587860e-03,1.013384549878537655e-03,-1.042093615978956223e-03,-2.791746752336621284e-03,-1.975124143064022064e-02,-2.828466519713401794e-02,-5.795377865433692932e-02,-5.389006063342094421e-02,-8.253379166126251221e-02,6.097733974456787109e-02,-1.450138837099075317e-01,-2.144820541143417358e-01,9.594513475894927979e-02
2.790734358131885529e-02,9.845911264419555664e-01,-1.079656556248664856e-01,-6.654528528451919556e-02,-3.763528168201446533e-02,-1.621986739337444305e-02,-5.486098118126392365e-03,3.221102990210056305e-03,8.884006179869174957e-03,9.463291615247726440e-03,2.612535376101732254e-03,-4.024702124297618866e-03,-2.670156210660934448e-02,-4.325236007571220398e-02,-7.652048021554946899e-02,-7.811025530099868774e-02,-1.107052490115165710e-01,3.061406314373016357e-02,-1.867232322692871094e-01,-2.619983851909637451e-01,4.673938080668449402e-02
5.474922060966491699e-02,1.068562507629394531e+00,-1.008482575416564941e-01,-5.920160561800003052e-02,-3.161929920315742493e-02,-1.258107833564281464e-02,-7.225448498502373695e-04,5.557248368859291077e-03,1.263799890875816345e-02,9.381381794810295105e-03,-2.175172121496871114e-04,-9.817067533731460571e-03,-3.405346721410751343e-02,-5.075114965438842773e-02,-8.815071731805801392e-02,-8.977853506803512573e-02,-1.242559999227523804e-01,1.818266697227954865e-02,-2.016239464282989502e-01,-2.798915803432464600e-01,-6.914213299751281738e-03
1.318422239273786545e-02,-8.581289052963256836e-01,1.390433311462402344e-01,8.327218145132064819e-02,4.230789467692375183e-02,1.224710792303085327e-02,-6.894512567669153214e-03,-2.103044092655181885e-02,-3.239684924483299255e-02,-3.533428907394409180e-02,-2.904233522713184357e-02,-2.229618281126022339e-02,-1.656138338148593903e-03,1.293624192476272583e-02,5.226843431591987610e-02,6.005300953984260559e-02,1.015778854489326477e-01,-2.871018834412097931e-02,2.025992870330810547e-01,2.912783026695251465e-01,-9.680852293968200684e-02
1.955116726458072662e-02,-7.948085665702819824e-01,1.638667881488800049e-01,1.055007576942443848e-01,6.148435547947883606e-02,3.073326125741004944e-02,8.027355186641216278e-03,-8.070193231105804443e-03,-2.204819768667221069e-02,-2.625592239201068878e-02,-2.347958460450172424e-02,-2.032893709838390350e-02,-1.919943839311599731e-03,9.049992077052593231e-03,4.423881322145462036e-02,4.570400714874267578e-02,8.164443820714950562e-02,-6.531857699155807495e-02,1.710759401321411133e-01,2.567141056060791016e-01,-1.533536706119775772e-02
2.284095436334609985e-02,-8.121284246444702148e-01,1.511937826871871948e-01,9.442050009965896606e-02,5.293291062116622925e-02,2.235130593180656433e-02,1.572431880049407482e-03,-1.239584852010011673e-02,-2.463279664516448975e-02,-2.802580967545509338e-02,-2.354431897401809692e-02,-1.868903823196887970e-02,1.007336424663662910e-03,1.432756613940000534e-02,5.058494955301284790e-02,5.229269340634346008e-02,9.232947975397109985e-02,-5.404879152774810791e-02,1.858743727207183838e-01,2.749581933021545410e-01,5.371784418821334839e-02
2.088566683232784271e-02,-8.046019077301025391e-01,1.687364429235458374e-01,1.102074384689331055e-01,6.604651361703872681e-02,3.422522172331809998e-02,1.099091023206710815e-02,-5.266985855996608734e-03,-2.028658241033554077e-02,-2.478716894984245300e-02,-2.195502072572708130e-02,-1.878291554749011993e-02,-9.736078791320323944e-04,9.315356612205505371e-03,4.416417703032493591e-02,4.359913989901542664e-02,8.105063438415527344e-02,-6.815611571073532104e-02,1.703305542469024658e-01,2.557529807090759277e-01,-6.821360904723405838e-03
4.364492744207382202e-02,-7.607983350753784180e-01,2.005534768104553223e-01,1.361580938100814819e-01,8.648476749658584595e-02,4.884930327534675598e-02,1.947022043168544769e-02,-3.996961284428834915e-03,-2.261082082986831665e-02,-3.373662754893302917e-02,-3.545380756258964539e-02,-3.772795572876930237e-02,-2.313315868377685547e-02,-1.651748828589916229e-02,1.638339646160602570e-02,1.274687424302101135e-02,4.562232270836830139e-02,-1.070000305771827698e-01,1.262173950672149658e-01,2.086308151483535767e-01,-1.175334230065345764e-01
5.014112591743469238e-02,-7.138977050781250000e-01,1.712471395730972290e-01,1.122408807277679443e-01,6.827972829341888428e-02,3.493367508053779602e-02,9.594494476914405823e-03,-8.488574996590614319e-03,-2.472144737839698792e-02,-3.098803013563156128e-02,-2.987893112003803253e-02,-2.945008873939514160e-02,-1.197720039635896683e-02,-3.602673765271902084e-03,3.044191747903823853e-02,2.836294472217559814e-02,6.362912803888320923e-02,-8.412970602512359619e-02,1.462173163890838623e-01,2.280778884887695312e-01,2.001728862524032593e-02
4.461544752120971680e-02,-7.443610429763793945e-01,1.837827563285827637e-01,1.229601353406906128e-01,7.604405283927917480e-02,4.184380546212196350e-02,1.413088385015726089e-02,-6.201157812029123306e-03,-2.355457283556461334e-02,-3.084615431725978851e-02,-3.185619786381721497e-02,-3.189109638333320618e-02,-1.666471362113952637e-02,-8.069957606494426727e-03,2.519307285547256470e-02,2.275723032653331757e-02,5.915755778551101685e-02,-9.082358330488204956e-02,1.418388187885284424e-01,2.243402302265167236e-01,-3.595170006155967712e-02
