default,0,1.39,2.78,4.17,5.56,6.94,8.33,9.72,11.11,12.5,13.89
0,0.554,0.0263,-0.319,-0.32,-0.321,-0.322,-0.323,-0.324,-0.325,-0.326,-0.456
0.1,0.839,0.512,0.133,-0.0174,-0.132,-0.133,-0.134,-0.135,-0.136,-0.137,-0.251
0.2,1.13,1.01,0.617,0.41,0.38,0.311,0.31,0.309,0.163,0.163,0.042
0.3,1.56,1.29,1.1,1.02,0.894,0.832,0.69,0.689,0.68,0.606,0.472
0.4,2.18,1.91,1.72,1.59,1.5,1.45,1.41,1.37,1.31,1.22,1.09
0.5,3.03,2.76,2.57,2.44,2.35,2.3,2.26,2.22,2.16,2.07,1.94
