5.349543690681457520e-01,4.483073949813842773e-02,5.389118101447820663e-03,9.743437170982360840e-02,1.616741716861724854e-01,2.074812948703765869e-01,1.362538039684295654e-01,1.496798098087310791e-01,7.265962660312652588e-02,3.193359076976776123e-01,6.196773611009120941e-03,1.602784544229507446e-02,1.236073020845651627e-02,2.984530627727508545e-01,1.839607357978820801e-01,5.712389200925827026e-02,1.196384429931640625e-01,2.173129022121429443e-01,-1.289222382183652371e-05
5.380939841270446777e-01,8.816031739115715027e-03,3.688822314143180847e-02,-5.177727341651916504e-02,1.111852005124092102e-02,6.446595489978790283e-02,2.015217440202832222e-03,2.901650965213775635e-02,2.260792851448059082e-01,4.699031997006386518e-04,1.269267778843641281e-02,1.748085953295230865e-02,2.541751228272914886e-02,1.654230803251266479e-02,4.101815074682235718e-02,-3.426544368267059326e-03,3.087300248444080353e-02,-3.379372060298919678e-01,3.538342934916727245e-05
-1.506293863058090210e-01,-1.035895198583602905e-01,2.071458101272583008e-02,1.359202563762664795e-01,-4.111265763640403748e-02,1.392122171819210052e-02,-1.972976028919219971e-01,-4.854599237442016602e-01,-1.653182357549667358e-01,-1.114720255136489868e-01,-3.669044375419616699e-01,-1.597858965396881104e-01,-1.748666763305664062e-01,-6.432992964982986450e-02,-2.454825788736343384e-01,1.042508985847234726e-02,-2.747762203216552734e-01,-2.240525782108306885e-01,-4.871862474828958511e-03
2.087057940661907196e-02,-2.505254745483398438e-01,-3.035336136817932129e-01,-4.946316480636596680e-01,-7.918335497379302979e-02,-1.348184794187545776e-01,-2.557590901851654053e-01,-1.695604179985821247e-03,2.528274245560169220e-02,3.479788079857826233e-02,4.645271599292755127e-02,4.236812889575958252e-02,2.227433174848556519e-01,1.081089973449707031e-01,-2.186324447393417358e-02,5.422146245837211609e-02,-4.197093099355697632e-02,3.907694518566131592e-01,-2.283829962834715843e-03
-2.081427164375782013e-02,-1.255946978926658630e-02,4.061975330114364624e-02,-1.255357861518859863e-01,-6.784218829125165939e-03,1.182773411273956299e-01,-5.777300521731376648e-02,-6.399554549716413021e-04,-5.331246554851531982e-02,-2.349418401718139648e-01,-4.549676924943923950e-02,-1.294870954006910324e-02,-5.937284976243972778e-02,-1.353917121887207031e-01,-1.927069574594497681e-01,-1.952635869383811951e-02,-2.210692912340164185e-01,1.920280791819095612e-02,1.672454327344894409e-01
-6.843530386686325073e-02,-3.073008731007575989e-02,5.897813662886619568e-02,7.091123610734939575e-02,-1.438023447990417480e-01,-9.847334027290344238e-02,-1.033387184143066406e-01,-1.399045437574386597e-02,-3.169279396533966064e-01,-2.007456272840499878e-01,-1.663590073585510254e-01,1.891688071191310883e-02,-1.812539100646972656e-01,-1.025077700614929199e-01,-2.879594862461090088e-01,-5.509844794869422913e-02,-2.503427863121032715e-01,3.933142125606536865e-02,-3.162187635898590088e-01
-7.861412316560745239e-02,-3.239535689353942871e-01,-2.429964393377304077e-01,1.044574379920959473e-02,-4.359598159790039062e-01,-2.869630455970764160e-01,-2.726925909519195557e-01,-2.805461175739765167e-02,-4.508053138852119446e-02,-8.693950623273849487e-02,-4.534099623560905457e-02,2.253706939518451691e-02,-3.396241739392280579e-02,-6.903109699487686157e-02,-2.060915231704711914e-01,-1.171280443668365479e-02,-2.086725383996963501e-01,-3.731963932514190674e-01,1.723241508007049561e-01
2.077248319983482361e-02,-1.721037924289703369e-02,-1.486972719430923462e-01,-3.538577258586883545e-02,1.073740422725677490e-01,1.260484196245670319e-02,2.104854444041848183e-03,3.182690441608428955e-01,6.146558374166488647e-02,4.689943417906761169e-02,-7.302317768335342407e-03,2.475640969350934029e-03,-3.974098339676856995e-02,8.114297688007354736e-02,6.861681491136550903e-02,5.675612017512321472e-02,8.889859914779663086e-02,1.126919388771057129e-01,2.073701471090316772e-01
-8.410083502531051636e-02,-1.233039200305938721e-01,-2.774603366851806641e-01,7.970377802848815918e-03,-2.765912413597106934e-01,-2.418064475059509277e-01,7.166276872158050537e-02,3.591253608465194702e-02,-5.576971173286437988e-01,1.001574322581291199e-01,1.270483732223510742e-01,1.285775750875473022e-01,7.756172865629196167e-02,1.280601918697357178e-01,-5.407947674393653870e-02,-6.904222536832094193e-03,-3.545618802309036255e-02,6.272665411233901978e-02,-1.059755444526672363e+00
-2.238156506791710854e-03,-1.601401716470718384e-02,-1.894762367010116577e-01,-1.287534236907958984e-01,5.204316228628158569e-02,4.863508418202400208e-02,2.371031790971755981e-02,-1.389480829238891602e-01,-3.977856934070587158e-01,8.277336135506629944e-03,1.106137856841087341e-01,1.275601983070373535e-01,4.651483297348022461e-01,7.209546118974685669e-02,-9.921197593212127686e-02,-6.649845838546752930e-02,-6.582642346620559692e-02,1.521576195955276489e-01,7.164067775011062622e-02
