-1.729131117463111877e-02,3.417174816131591797e-01,-3.937110304832458496e-03,4.398695182317169383e-06,1.681039429968222976e-05,-3.625239133834838867e-01,-2.771153748035430908e-01,-2.134812176227569580e-01,9.254681318998336792e-02,-2.727292180061340332e-01,2.686520814895629883e-01,-2.487356960773468018e-01,-1.627764105796813965e-02,2.065271288156509399e-01,-7.738837599754333496e-01,-1.257737516425549984e-03,-1.369813084602355957e-01,-3.715834100148640573e-05
1.245510578155517578e-02,1.718687713146209717e-01,-1.397143900394439697e-01,-4.248975217342376709e-02,-1.809747773222625256e-03,6.129299104213714600e-02,1.347294449806213379e-02,-2.005036920309066772e-01,-3.991940021514892578e-01,1.117961015552282333e-02,1.210878510028123856e-02,2.583412826061248779e-01,1.083515211939811707e-01,-3.670594692230224609e-01,8.773028105497360229e-02,1.725760102272033691e-02,-3.533450514078140259e-02,1.796453632414340973e-02
4.669670388102531433e-02,-2.482905685901641846e-01,1.128200888633728027e-01,-1.142444927245378494e-02,-3.544639563187956810e-03,-9.103380888700485229e-02,-1.086224392056465149e-01,3.321979045867919922e-01,-1.482376754283905029e-01,7.553319931030273438e-01,-6.493101269006729126e-02,-8.029375970363616943e-02,-3.899772763252258301e-01,6.989631056785583496e-02,2.212001830339431763e-01,-1.777960211038589478e-01,-1.074240431189537048e-01,-2.657028138637542725e-01
-2.112276405096054077e-01,-1.156764477491378784e-01,4.644402563571929932e-01,-5.279468372464179993e-02,-5.802759435027837753e-03,-6.908091902732849121e-02,2.052980661392211914e-01,3.944578170776367188e-01,1.006441470235586166e-02,3.155587613582611084e-01,-3.276467919349670410e-01,-5.743669345974922180e-02,4.097817838191986084e-01,-1.664918661117553711e-01,1.245881319046020508e-01,-8.797481656074523926e-02,-3.086138665676116943e-01,6.596183869987726212e-03
7.049215584993362427e-02,-1.210090704262256622e-02,-6.398025155067443848e-02,1.012809481471776962e-02,-2.883402630686759949e-02,8.970116823911666870e-02,-3.893260285258293152e-02,2.022546529769897461e-02,-8.349982649087905884e-02,2.546045482158660889e-01,-1.747426837682723999e-01,1.366740167140960693e-01,-1.540898233652114868e-01,8.561143279075622559e-02,-2.903622109442949295e-03,2.682287991046905518e-02,-3.785430490970611572e-01,-5.765717942267656326e-03
9.504676610231399536e-02,-6.861076503992080688e-02,2.697594277560710907e-02,1.640273034572601318e-01,-4.485743492841720581e-02,7.744355127215385437e-03,6.487054824829101562e-01,3.430826961994171143e-01,-9.045071601867675781e-01,-1.110150441527366638e-01,-2.628365159034729004e-01,1.650651246309280396e-01,3.263925909996032715e-01,-5.304339528083801270e-02,-6.111888885498046875e-01,-7.820947468280792236e-02,4.729639366269111633e-02,-6.573240756988525391e-01
-8.470475673675537109e-02,-1.751944720745086670e-01,-3.888684213161468506e-01,-6.363403052091598511e-03,2.003308571875095367e-02,-5.279263854026794434e-01,-6.567929685115814209e-02,3.616331517696380615e-01,3.146449029445648193e-01,-1.174608469009399414e-01,-2.741658091545104980e-01,4.869978427886962891e-01,-2.939276397228240967e-01,7.887964248657226562e-01,-5.497597455978393555e-01,3.342874050140380859e-01,2.034022212028503418e-01,-5.323161929845809937e-02
1.550324410200119019e-01,4.982143640518188477e-02,1.058122664690017700e-01,-2.421691641211509705e-02,1.212646346539258957e-02,-2.552386745810508728e-02,9.938770532608032227e-02,-1.166741773486137390e-01,-2.855736613273620605e-01,-3.187701106071472168e-02,2.233424037694931030e-01,2.544344365596771240e-01,-1.044865027070045471e-01,2.810074016451835632e-02,3.930006325244903564e-01,-1.828257739543914795e-02,4.920321702957153320e-02,8.090144395828247070e-02
-4.304565489292144775e-01,-1.054495200514793396e-01,-1.143526881933212280e-01,3.005442209541797638e-02,-1.850408017635345459e-01,-1.408596150577068329e-02,1.099218651652336121e-01,2.104653120040893555e-01,4.000214040279388428e-01,3.793082237243652344e-01,4.084267467260360718e-02,1.433704644441604614e-01,-1.575821936130523682e-01,1.338319778442382812e-01,7.835941761732101440e-02,4.697613790631294250e-02,-1.831031292676925659e-01,-4.056504741311073303e-02
2.529553771018981934e-01,-3.001526594161987305e-01,2.481180727481842041e-01,-6.156286001205444336e-01,-7.229993492364883423e-02,6.621102243661880493e-02,3.205063641071319580e-01,7.587892562150955200e-02,2.127908319234848022e-01,1.554346829652786255e-02,9.531190153211355209e-04,3.693362772464752197e-01,-6.858865171670913696e-02,1.683285534381866455e-01,7.322257012128829956e-02,-6.079529225826263428e-02,-5.785456858575344086e-03,-4.132021963596343994e-01
8.034361153841018677e-02,-2.174062877893447876e-01,2.238579988479614258e-01,-3.677775561809539795e-01,-8.094593882560729980e-02,-6.407821923494338989e-02,-5.951037630438804626e-02,1.253671348094940186e-01,1.874510943889617920e-01,5.580831170082092285e-01,3.780146539211273193e-01,-2.414979599416255951e-02,-2.377866059541702271e-01,-5.917034745216369629e-01,1.164484322071075439e-01,-4.129887372255325317e-02,-1.746863871812820435e-01,-3.571738004684448242e-01
1.216532066464424133e-01,-6.846789121627807617e-01,7.255656123161315918e-01,-1.611551344394683838e-01,-9.957390278577804565e-02,9.047261625528335571e-02,1.763166338205337524e-01,4.911327362060546875e-01,1.113454159349203110e-02,2.121497541666030884e-01,-2.791285514831542969e-01,1.876643002033233643e-01,-6.422706842422485352e-01,-7.311189081519842148e-03,7.080578058958053589e-02,-4.337712526321411133e-01,-3.168432414531707764e-01,-3.231253027915954590e-01
1.666849553585052490e-01,-3.478561341762542725e-01,6.543623805046081543e-01,1.142962425947189331e-01,-3.193356394767761230e-01,-2.262649983167648315e-01,1.254160404205322266e-01,3.512814939022064209e-01,-1.440492272377014160e-01,4.939488768577575684e-01,-1.152000054717063904e-01,2.915351390838623047e-01,-1.066890265792608261e-02,1.371988505125045776e-01,4.395842850208282471e-01,-1.885716766119003296e-01,-3.236346542835235596e-01,-4.907281603664159775e-03
-4.305095970630645752e-02,-7.641109824180603027e-02,7.319087982177734375e-01,9.481523931026458740e-02,-2.417715191841125488e-01,-1.176941990852355957e-01,-5.629187449812889099e-02,-8.540483564138412476e-02,7.376504689455032349e-02,-1.878682710230350494e-02,-5.925945192575454712e-02,-4.124218598008155823e-02,-1.580588668584823608e-01,1.259119659662246704e-01,4.087249562144279480e-02,-3.806649446487426758e-01,-5.493728816509246826e-02,2.143249730579555035e-04
-2.824506759643554688e-01,-1.861467212438583374e-01,-2.088585793972015381e-01,3.368986770510673523e-02,-1.827436238527297974e-01,-5.593975186347961426e-01,4.950340092182159424e-02,-1.915547996759414673e-02,1.977174580097198486e-01,1.207744777202606201e-01,-2.070412784814834595e-01,4.632658790796995163e-03,-2.850658595561981201e-01,-2.089699506759643555e-01,5.178659781813621521e-02,1.240329816937446594e-01,-2.643987238407135010e-01,-7.757896929979324341e-02
3.930998966097831726e-02,-7.353658974170684814e-02,-1.970495432615280151e-01,1.142198685556650162e-03,5.772082880139350891e-02,2.427422627806663513e-02,3.339060842990875244e-01,2.017771899700164795e-01,-1.746715307235717773e-01,7.829409092664718628e-02,-7.904753834009170532e-02,-4.593782126903533936e-02,6.337523460388183594e-01,3.053346648812294006e-02,1.967436401173472404e-03,-5.584007501602172852e-01,-1.486178603954613209e-03,-7.057166844606399536e-02
-3.640086203813552856e-02,-4.673980176448822021e-01,6.560305953025817871e-01,1.245178841054439545e-02,-8.243446797132492065e-02,-2.508250176906585693e-01,1.302465200424194336e-01,-6.623025238513946533e-02,-1.492600888013839722e-01,1.495331078767776489e-01,-2.961158156394958496e-01,4.154826700687408447e-01,-4.763146936893463135e-01,-2.063696682453155518e-01,4.270400479435920715e-02,-1.162422522902488708e-01,1.361031085252761841e-01,-3.271788060665130615e-01
-2.090387791395187378e-01,-8.005636334419250488e-01,-3.874948993325233459e-02,-4.567468762397766113e-01,-1.176486164331436157e-02,-6.147106289863586426e-01,-3.125664889812469482e-01,4.673188328742980957e-01,1.408416777849197388e-02,2.599205970764160156e-01,1.600088328123092651e-01,1.111220791935920715e-01,-7.175622880458831787e-02,-5.415085470303893089e-04,2.059708386659622192e-01,5.504041314125061035e-01,-1.515884995460510254e-01,-3.119591474533081055e-01
1.554515562020242214e-03,-1.239455640316009521e-01,4.230811819434165955e-02,-1.372972875833511353e-01,2.711883571464568377e-04,-4.444975256919860840e-01,-1.494304388761520386e-01,-1.099579688161611557e-02,1.977004855871200562e-01,-1.107214018702507019e-01,7.255061715841293335e-02,7.913962006568908691e-02,-2.860278189182281494e-01,-4.172094166278839111e-02,-6.700317859649658203e-01,-1.302660256624221802e-01,-7.872301340103149414e-02,2.553253900259733200e-03
8.210610598325729370e-02,3.397667109966278076e-01,-3.019374310970306396e-01,-2.892235480248928070e-02,-7.954113185405731201e-02,-7.760393023490905762e-01,-2.470975518226623535e-01,-1.739437691867351532e-02,-4.795833826065063477e-01,2.729946672916412354e-01,-2.710291743278503418e-02,-1.621869355440139771e-01,-6.872831284999847412e-02,4.964501857757568359e-01,1.447336673736572266e-01,-4.068503677845001221e-01,-5.903097987174987793e-01,1.046510934829711914e-01
-4.458184819668531418e-03,5.677004158496856689e-02,-3.603763580322265625e-01,-3.019553720951080322e-01,6.263323873281478882e-02,-1.703763902187347412e-01,1.963965594768524170e-03,-1.441832929849624634e-01,-4.435431212186813354e-02,3.790605366230010986e-01,-3.781211376190185547e-02,-1.746223717927932739e-01,2.388871759176254272e-01,-1.730675622820854187e-02,1.102896109223365784e-01,-9.367565810680389404e-02,8.853334933519363403e-02,2.303109690546989441e-02
-3.528393432497978210e-02,2.684615850448608398e-01,1.017077565193176270e-01,2.116634696722030640e-02,6.183365476317703724e-04,-1.161443367600440979e-01,3.285947442054748535e-01,8.606772124767303467e-02,1.801172345876693726e-01,-1.466734260320663452e-01,-2.595470249652862549e-01,-1.290369480848312378e-01,2.051220536231994629e-01,2.204874008893966675e-01,1.112660169601440430e-01,-2.006774395704269409e-01,-1.670539677143096924e-01,4.882799461483955383e-02
3.151139710098505020e-03,-9.113748371601104736e-02,-5.573978647589683533e-02,1.295424718409776688e-02,-3.470977826509624720e-04,1.424387693405151367e-01,1.515665743499994278e-02,2.632296644151210785e-03,8.083125203847885132e-02,3.070801794528961182e-01,-1.914782971143722534e-01,2.189813107252120972e-01,1.434074491262435913e-01,9.451537579298019409e-02,-1.202755048871040344e-01,6.523907929658889771e-02,-1.647655218839645386e-01,2.296535822097212076e-04
8.967256546020507812e-01,2.179542928934097290e-01,1.706273406744003296e-01,4.207237064838409424e-02,-5.847224220633506775e-02,1.467928439378738403e-01,1.743115186691284180e-01,-7.441094517707824707e-02,3.073241710662841797e-01,-2.689316868782043457e-01,1.474636793136596680e-01,-1.419868767261505127e-01,5.146251320838928223e-01,5.937582999467849731e-02,-5.725491046905517578e-01,-3.677125573158264160e-01,2.202064245939254761e-01,-4.584920406341552734e-01
